id,url,pid,ncb,role,author,date
C00881,https://www.bis.org/review/r170919b.htm,24,DE,ncb_head,Jens Weidmann,2017-09-14 00:00:00
C00882,http://www.bis.org/review/r230711b.htm,23,DE,ncb_head,Joachim Nagel,2023-06-22 00:00:00
C00883,https://www.bis.org/review/r170418a.htm,4,IT,ncb_head,Ignazio Visco,2017-04-11 00:00:00
C00884,https://www.bis.org/review/r240918f.htm,18,DE,ncb_head,Joachim Nagel,2024-09-18 00:00:00
C00885,http://www.bis.org/review/r220218e.htm,6,NL,ncb_head,Klaas Knot,2022-02-17 00:00:00
C00886,https://www.bis.org/review/r171220b.htm,9,FR,ncb_head,François Villeroy de Galhau,2017-11-23 00:00:00
C00887,http://www.bis.org/review/r230718b.htm,1,IT,ncb_head,Ignazio Visco,2023-07-05 00:00:00
C00888,https://www.bis.org/review/r171010d.htm,7,FR,ncb_head,François Villeroy de Galhau,2017-10-06 00:00:00
C00889,http://www.bis.org/review/r221129c.htm,6,FI,ncb_head,Olli Rehn,2022-11-28 00:00:00
C00890,https://www.bis.org/review/r260217g.htm,18,DE,ncb_head,Joachim Nagel,2026-02-09 00:00:00
C00891,http://www.bis.org/review/r221012a.htm,14,FR,ncb_head,François Villeroy de Galhau,2022-10-11 00:00:00
C00892,https://www.bis.org/review/r201002a.htm,32,ES,ncb_head,Pablo Hernández de Cos,2020-10-01 00:00:00
C00893,https://www.bis.org/review/r190903d.htm,40,ES,ncb_head,Pablo Hernández de Cos,2019-08-31 00:00:00
C00894,https://www.bis.org/review/r241002e.htm,2,FI,ncb_head,Olli Rehn,2024-09-27 00:00:00
C00895,https://www.bis.org/review/r241230a.htm,0,IE,ncb_head,Gabriel Makhlouf,2024-12-20 00:00:00
C00896,https://www.bis.org/review/r240508c.htm,6,AT,ncb_head,Robert Holzmann,2024-04-29 00:00:00
C00897,https://www.bis.org/review/r170630d.htm,7,ES,ncb_head,Luis M Linde,2017-06-16 00:00:00
C00898,https://www.bis.org/review/r180307c.htm,33,DE,ncb_head,Jens Weidmann,2018-02-27 00:00:00
C00899,https://www.bis.org/review/r191129g.htm,14,FI,ncb_head,Olli Rehn,2019-11-28 00:00:00
C00900,https://www.bis.org/review/r191021b.htm,17,NL,ncb_head,Klaas Knot,2019-10-16 00:00:00
C00901,http://www.bis.org/review/r210615e.htm,10,NL,ncb_head,Klaas Knot,2021-06-11 00:00:00
C00902,https://www.bis.org/review/r180227g.htm,15,GR,ncb_head,Yannis Stournaras,2018-02-12 00:00:00
C00903,https://www.bis.org/review/r190213c.htm,3,IE,ncb_head,Philip R Lane,2019-02-13 00:00:00
C00904,https://www.bis.org/review/r160202b.htm,1,IT,ncb_head,Ignazio Visco,2016-01-30 00:00:00
C00905,https://www.bis.org/review/r201015b.htm,2,FI,ncb_head,Olli Rehn,2020-10-14 00:00:00
C00906,https://www.bis.org/review/r161004j.htm,2,FR,ncb_head,François Villeroy de Galhau,2016-09-23 00:00:00
C00907,http://www.bis.org/review/r230601j.htm,17,NL,ncb_head,Klaas Knot,2023-06-01 00:00:00
C00908,http://www.bis.org/review/r221115l.htm,5,FR,ncb_head,François Villeroy de Galhau,2022-11-15 00:00:00
C00909,https://www.bis.org/review/r240503a.htm,23,ES,ncb_head,Pablo Hernández de Cos,2024-05-01 00:00:00
C00910,https://www.bis.org/review/r260326e.htm,10,FI,ncb_head,Olli Rehn,2026-03-25 00:00:00
C00911,http://www.bis.org/review/r220830b.htm,7,FR,ncb_head,François Villeroy de Galhau,2022-08-27 00:00:00
C00912,http://www.bis.org/review/r210304h.htm,8,ES,ncb_head,Pablo Hernández de Cos,2021-02-25 00:00:00
C00913,https://www.bis.org/review/r160526c.htm,1,SI,ncb_head,Bostjan Jazbec,2016-05-19 00:00:00
C00914,https://www.bis.org/review/r231113d.htm,6,IT,ncb_head,Ignazio Visco,2023-10-31 00:00:00
C00915,https://www.bis.org/review/r180823f.htm,24,IE,ncb_head,Philip R Lane,2018-06-26 00:00:00
C00916,https://www.bis.org/review/r180108d.htm,2,ES,ncb_head,Luis M Linde,2017-11-30 00:00:00
C00917,http://www.bis.org/review/r230601e.htm,14,IT,ncb_head,Ignazio Visco,2023-05-31 00:00:00
C00918,https://www.bis.org/review/r241216c.htm,29,DE,ncb_head,Joachim Nagel,2024-11-25 00:00:00
C00919,https://www.bis.org/review/r231017d.htm,6,NL,ncb_head,Klaas Knot,2023-10-13 00:00:00
C00920,http://www.bis.org/review/r220922f.htm,9,PT,ncb_head,Mário Centeno,2022-09-15 00:00:00
C00921,https://www.bis.org/review/r201019f.htm,8,PT,ncb_head,Mário Centeno,2020-10-16 00:00:00
C00922,https://www.bis.org/review/r191122a.htm,5,DE,ncb_head,Jens Weidmann,2019-11-22 00:00:00
C00923,http://www.bis.org/review/r220621b.htm,46,ES,ncb_head,Pablo Hernández de Cos,2022-06-01 00:00:00
C00924,https://www.bis.org/review/r251209d.htm,12,FR,ncb_head,François Villeroy de Galhau,2025-12-05 00:00:00
C00925,https://www.bis.org/review/r180511a.htm,8,DE,ncb_head,Jens Weidmann,2018-05-02 00:00:00
C00926,http://www.bis.org/review/r220830b.htm,12,FR,ncb_head,François Villeroy de Galhau,2022-08-27 00:00:00
C00927,http://www.bis.org/review/r230922b.htm,19,IE,ncb_head,Gabriel Makhlouf,2023-09-21 00:00:00
C00928,http://www.bis.org/review/r210413a.htm,7,ES,ncb_head,Pablo Hernández de Cos,2021-04-12 00:00:00
C00929,https://www.bis.org/review/r171010d.htm,10,FR,ncb_head,François Villeroy de Galhau,2017-10-06 00:00:00
C00930,https://www.bis.org/review/r160125a.htm,5,IE,ncb_head,Philip R Lane,2016-01-22 00:00:00
C00931,https://www.bis.org/review/r240304f.htm,13,BE,ncb_head,Pierre Wunsch,2024-02-22 00:00:00
C00932,https://www.bis.org/review/r181130a.htm,4,ES,ncb_head,Pablo Hernández de Cos,2018-11-29 00:00:00
C00933,http://www.bis.org/review/r210429c.htm,24,DE,ncb_head,Jens Weidmann,2021-04-29 00:00:00
C00934,http://www.bis.org/review/r221111b.htm,8,DE,ncb_head,Joachim Nagel,2022-10-18 00:00:00
C00935,https://www.bis.org/review/r180823f.htm,28,IE,ncb_head,Philip R Lane,2018-06-26 00:00:00
C00936,https://www.bis.org/review/r231204j.htm,4,IT,ncb_head,Fabio Panetta,2023-11-30 00:00:00
C00937,https://www.bis.org/review/r240213c.htm,6,IT,ncb_head,Fabio Panetta,2024-02-10 00:00:00
C00938,https://www.bis.org/review/r240918f.htm,15,DE,ncb_head,Joachim Nagel,2024-09-18 00:00:00
C00939,https://www.bis.org/review/r240517c.htm,16,DE,ncb_head,Joachim Nagel,2024-05-16 00:00:00
C00940,http://www.bis.org/review/r220317d.htm,0,IT,ncb_head,Ignazio Visco,2022-03-17 00:00:00
C00941,https://www.bis.org/review/r260217g.htm,20,DE,ncb_head,Joachim Nagel,2026-02-09 00:00:00
C00942,http://www.bis.org/review/r220621b.htm,43,ES,ncb_head,Pablo Hernández de Cos,2022-06-01 00:00:00
C00943,https://www.bis.org/review/r241024b.htm,17,FR,ncb_head,François Villeroy de Galhau,2024-10-22 00:00:00
C00944,https://www.bis.org/review/r240503a.htm,27,ES,ncb_head,Pablo Hernández de Cos,2024-05-01 00:00:00
C00945,https://www.bis.org/review/r171109a.htm,2,IT,ncb_head,Ignazio Visco,2017-11-06 00:00:00
C00946,http://www.bis.org/review/r230221a.htm,19,FR,ncb_head,François Villeroy de Galhau,2023-02-17 00:00:00
C00947,https://www.bis.org/review/r181115e.htm,3,FI,ncb_head,Olli Rehn,2018-10-31 00:00:00
C00948,https://www.bis.org/review/r241024a.htm,7,FI,ncb_head,Olli Rehn,2024-10-22 00:00:00
C00949,https://www.bis.org/review/r190502g.htm,1,FI,ncb_head,Olli Rehn,2019-04-17 00:00:00
C00950,http://www.bis.org/review/r230425h.htm,7,FR,ncb_head,François Villeroy de Galhau,2023-04-24 00:00:00
C00951,https://www.bis.org/review/r180524a.htm,16,ES,ncb_head,Luis M Linde,2018-04-03 00:00:00
C00952,https://www.bis.org/review/r240806d.htm,61,BE,ncb_head,Pierre Wunsch,2024-05-08 00:00:00
C00953,http://www.bis.org/review/r220216a.htm,12,FR,ncb_head,François Villeroy de Galhau,2022-02-15 00:00:00
C00954,http://www.bis.org/review/r221103d.htm,11,FR,ncb_head,François Villeroy de Galhau,2022-11-02 00:00:00
C00955,https://www.bis.org/review/r241024b.htm,5,FR,ncb_head,François Villeroy de Galhau,2024-10-22 00:00:00
C00956,https://www.bis.org/review/r201021e.htm,12,LT,ncb_head,Vitas Vasiliauskas,2020-10-02 00:00:00
C00957,https://www.bis.org/review/r240322n.htm,10,ES,ncb_head,Pablo Hernández de Cos,2024-03-20 00:00:00
C00958,http://www.bis.org/review/r211202e.htm,26,ES,ncb_head,Pablo Hernández de Cos,2021-11-26 00:00:00
C00959,https://www.bis.org/review/r190430s.htm,8,NL,ncb_head,Klaas Knot,2019-04-11 00:00:00
C00960,https://www.bis.org/review/r161018e.htm,14,GR,ncb_head,Yannis Stournaras,2016-09-23 00:00:00
C00961,http://www.bis.org/review/r220901a.htm,1,GR,ncb_head,Yannis Stournaras,2022-08-30 00:00:00
C00962,https://www.bis.org/review/r190131e.htm,8,FI,ncb_head,Olli Rehn,2019-01-29 00:00:00
C00963,http://www.bis.org/review/r230124k.htm,2,GR,ncb_head,Yannis Stournaras,2023-01-12 00:00:00
C00964,https://www.bis.org/review/r260603f.htm,35,IT,ncb_head,Fabio Panetta,2026-05-29 00:00:00
C00965,https://www.bis.org/review/r180220a.htm,21,IT,ncb_head,Ignazio Visco,2018-02-10 00:00:00
C00966,https://www.bis.org/review/r241104b.htm,33,DE,ncb_head,Joachim Nagel,2024-10-30 00:00:00
C00967,https://www.bis.org/review/r181130a.htm,7,ES,ncb_head,Pablo Hernández de Cos,2018-11-29 00:00:00
C00968,http://www.bis.org/review/r230601e.htm,17,IT,ncb_head,Ignazio Visco,2023-05-31 00:00:00
C00969,http://www.bis.org/review/r210419b.htm,1,FR,ncb_head,François Villeroy de Galhau,2021-04-16 00:00:00
C00970,https://www.bis.org/review/r240607c.htm,5,FI,ncb_head,Olli Rehn,2024-06-07 00:00:00
C00971,http://www.bis.org/review/r221117c.htm,25,ES,ncb_head,Pablo Hernández de Cos,2022-11-16 00:00:00
C00972,https://www.bis.org/review/r240415d.htm,17,NL,ncb_head,Klaas Knot,2024-04-12 00:00:00
C00973,http://www.bis.org/review/r230606e.htm,10,NL,ncb_head,Klaas Knot,2023-06-06 00:00:00
C00974,http://www.bis.org/review/r221104a.htm,4,IT,ncb_head,Ignazio Visco,2022-11-03 00:00:00
C00975,http://www.bis.org/review/r210414c.htm,12,FR,ncb_head,François Villeroy de Galhau,2021-04-13 00:00:00
C00976,http://www.bis.org/review/r221129e.htm,5,IE,ncb_head,Gabriel Makhlouf,2022-11-24 00:00:00
C00977,https://www.bis.org/review/r170224b.htm,13,DE,ncb_head,Jens Weidmann,2017-02-23 00:00:00
C00978,https://www.bis.org/review/r180131d.htm,0,IE,ncb_head,Philip R Lane,2018-01-31 00:00:00
C00979,https://www.bis.org/review/r241205a.htm,1,DE,ncb_head,Joachim Nagel,2024-12-04 00:00:00
C00980,http://www.bis.org/review/r220506g.htm,10,FR,ncb_head,François Villeroy de Galhau,2022-05-06 00:00:00
C00981,http://www.bis.org/review/r220810b.htm,21,DE,ncb_head,Joachim Nagel,2022-07-12 00:00:00
C00982,https://www.bis.org/review/r171107h.htm,14,FR,ncb_head,François Villeroy de Galhau,2017-11-06 00:00:00
C00983,http://www.bis.org/review/r230601a.htm,5,IE,ncb_head,Gabriel Makhlouf,2023-05-27 00:00:00
C00984,http://www.bis.org/review/r221124c.htm,11,FI,ncb_head,Olli Rehn,2022-11-22 00:00:00
C00985,http://www.bis.org/review/r230606e.htm,8,NL,ncb_head,Klaas Knot,2023-06-06 00:00:00
C00986,https://www.bis.org/review/r241125w.htm,29,IT,ncb_head,Fabio Panetta,2024-11-19 00:00:00
C00987,https://www.bis.org/review/r240503a.htm,60,ES,ncb_head,Pablo Hernández de Cos,2024-05-01 00:00:00
C00988,http://www.bis.org/review/r220621b.htm,70,ES,ncb_head,Pablo Hernández de Cos,2022-06-01 00:00:00
C00989,https://www.bis.org/review/r241129a.htm,11,NL,ncb_head,Klaas Knot,2024-11-28 00:00:00
C00990,http://www.bis.org/review/r220926a.htm,23,DE,ncb_head,Joachim Nagel,2022-09-23 00:00:00
C00991,http://www.bis.org/review/r210303i.htm,40,DE,ncb_head,Jens Weidmann,2021-03-03 00:00:00
C00992,https://www.bis.org/review/r181009i.htm,4,BE,ncb_head,Jan Smets,2018-09-14 00:00:00
C00993,https://www.bis.org/review/r240828j.htm,5,NL,ncb_head,Klaas Knot,2024-08-27 00:00:00
C00994,https://www.bis.org/review/r240322n.htm,19,ES,ncb_head,Pablo Hernández de Cos,2024-03-20 00:00:00
C00995,https://www.bis.org/review/r200904a.htm,35,DE,ncb_head,Jens Weidmann,2020-09-02 00:00:00
C00996,http://www.bis.org/review/r230523a.htm,5,FR,ncb_head,François Villeroy de Galhau,2023-05-22 00:00:00
C00997,https://www.bis.org/review/r260225a.htm,32,IT,ncb_head,Fabio Panetta,2026-02-21 00:00:00
C00998,http://www.bis.org/review/r221104g.htm,11,MT,ncb_head,Edward Scicluna,2022-10-31 00:00:00
C00999,https://www.bis.org/review/r231113d.htm,7,IT,ncb_head,Ignazio Visco,2023-10-31 00:00:00
C01000,https://www.bis.org/review/r200526a.htm,19,FR,ncb_head,François Villeroy de Galhau,2020-05-25 00:00:00
C01001,https://www.bis.org/review/r231127j.htm,2,MT,ncb_head,Edward Scicluna,2023-11-14 00:00:00
C01002,http://www.bis.org/review/r220922f.htm,7,PT,ncb_head,Mário Centeno,2022-09-15 00:00:00
C01003,https://www.bis.org/review/r240701e.htm,10,NL,ncb_head,Klaas Knot,2024-06-20 00:00:00
C01004,http://www.bis.org/review/r210512b.htm,17,NL,ncb_head,Klaas Knot,2021-05-11 00:00:00
C01005,https://www.bis.org/review/r190924f.htm,9,ES,ncb_head,Pablo Hernández de Cos,2019-09-18 00:00:00
C01006,http://www.bis.org/review/r221024k.htm,34,ES,ncb_head,Pablo Hernández de Cos,2022-09-26 00:00:00
C01007,https://www.bis.org/review/r240314b.htm,2,GR,ncb_head,Yannis Stournaras,2024-02-23 00:00:00
C01008,https://www.bis.org/review/r241022f.htm,2,DE,ncb_head,Joachim Nagel,2024-10-22 00:00:00
C01009,https://www.bis.org/review/r260409a.htm,11,FR,ncb_head,François Villeroy de Galhau,2026-04-02 00:00:00
C01010,http://www.bis.org/review/r221205c.htm,12,FR,ncb_head,François Villeroy de Galhau,2022-12-05 00:00:00
C01011,https://www.bis.org/review/r200204b.htm,27,DE,ncb_head,Jens Weidmann,2020-02-03 00:00:00
C01012,https://www.bis.org/review/r240529a.htm,12,NL,ncb_head,Klaas Knot,2024-05-28 00:00:00
C01013,https://www.bis.org/review/r161012k.htm,2,IT,ncb_head,Ignazio Visco,2016-09-23 00:00:00
C01014,http://www.bis.org/review/r210303i.htm,27,DE,ncb_head,Jens Weidmann,2021-03-03 00:00:00
C01015,https://www.bis.org/review/r231127j.htm,12,MT,ncb_head,Edward Scicluna,2023-11-14 00:00:00
C01016,http://www.bis.org/review/r221108d.htm,22,DE,ncb_head,Joachim Nagel,2022-11-08 00:00:00
C01017,https://www.bis.org/review/r240426n.htm,34,IT,ncb_head,Fabio Panetta,2024-04-25 00:00:00
C01018,http://www.bis.org/review/r221118h.htm,13,DE,ncb_head,Joachim Nagel,2022-11-18 00:00:00
C01019,https://www.bis.org/review/r241129a.htm,9,NL,ncb_head,Klaas Knot,2024-11-28 00:00:00
C01020,http://www.bis.org/review/r221118i.htm,16,NL,ncb_head,Klaas Knot,2022-11-18 00:00:00
C01021,http://www.bis.org/review/r230601h.htm,5,FI,ncb_head,Olli Rehn,2023-06-01 00:00:00
C01022,http://www.bis.org/review/r210423e.htm,19,ES,ncb_head,Pablo Hernández de Cos,2021-04-23 00:00:00
C01023,https://www.bis.org/review/r260513a.htm,14,DE,ncb_head,Joachim Nagel,2026-05-04 00:00:00
C01024,http://www.bis.org/review/r220901a.htm,2,GR,ncb_head,Yannis Stournaras,2022-08-30 00:00:00
C01025,http://www.bis.org/review/r220513c.htm,12,DE,ncb_head,Joachim Nagel,2022-05-11 00:00:00
C01026,http://www.bis.org/review/r210610e.htm,32,DE,ncb_head,Jens Weidmann,2021-05-27 00:00:00
C01027,https://www.bis.org/review/r160115c.htm,2,FR,ncb_head,Christian Noyer,2016-01-12 00:00:00
C01028,http://www.bis.org/review/r230711b.htm,15,DE,ncb_head,Joachim Nagel,2023-06-22 00:00:00
C01029,http://www.bis.org/review/r230405c.htm,1,IE,ncb_head,Gabriel Makhlouf,2023-04-04 00:00:00
C01030,https://www.bis.org/review/r200211b.htm,4,IT,ncb_head,Ignazio Visco,2020-02-08 00:00:00
C01031,https://www.bis.org/review/r240131b.htm,3,IE,ncb_head,Gabriel Makhlouf,2024-01-30 00:00:00
C01032,https://www.bis.org/review/r170607g.htm,12,DE,ncb_head,Jens Weidmann,2017-05-31 00:00:00
C01033,https://www.bis.org/review/r231121e.htm,17,DE,ncb_head,Joachim Nagel,2023-11-17 00:00:00
C01034,https://www.bis.org/review/r180515g.htm,5,IT,ncb_head,Ignazio Visco,2018-04-05 00:00:00
C01035,https://www.bis.org/review/r200925c.htm,10,FR,ncb_head,François Villeroy de Galhau,2020-09-25 00:00:00
C01036,http://www.bis.org/review/r230324b.htm,1,IT,ncb_head,Ignazio Visco,2023-03-23 00:00:00
C01037,http://www.bis.org/review/r221024j.htm,14,ES,ncb_head,Pablo Hernández de Cos,2022-09-19 00:00:00
C01038,https://www.bis.org/review/r200807k.htm,26,ES,ncb_head,Pablo Hernández de Cos,2020-07-23 00:00:00
C01039,http://www.bis.org/review/r210406a.htm,8,DE,ncb_head,Jens Weidmann,2021-03-31 00:00:00
C01040,https://www.bis.org/review/r190430q.htm,4,IT,ncb_head,Ignazio Visco,2019-03-29 00:00:00
C01041,http://www.bis.org/review/r221111b.htm,6,DE,ncb_head,Joachim Nagel,2022-10-18 00:00:00
C01042,http://www.bis.org/review/r230301i.htm,19,IT,ncb_head,Ignazio Visco,2023-03-01 00:00:00
C01043,https://www.bis.org/review/r240527f.htm,4,FI,ncb_head,Olli Rehn,2024-05-27 00:00:00
C01044,https://www.bis.org/review/r201015i.htm,3,FR,ncb_head,François Villeroy de Galhau,2020-10-14 00:00:00
C01045,https://www.bis.org/review/r190903d.htm,3,ES,ncb_head,Pablo Hernández de Cos,2019-08-31 00:00:00
C01046,http://www.bis.org/review/r230324b.htm,33,IT,ncb_head,Ignazio Visco,2023-03-23 00:00:00
C01047,http://www.bis.org/review/r221020d.htm,1,FR,ncb_head,François Villeroy de Galhau,2022-10-15 00:00:00
C01048,https://www.bis.org/review/r240527f.htm,3,FI,ncb_head,Olli Rehn,2024-05-27 00:00:00
C01049,https://www.bis.org/review/r240503a.htm,59,ES,ncb_head,Pablo Hernández de Cos,2024-05-01 00:00:00
C01050,http://www.bis.org/review/r220912b.htm,5,NL,ncb_head,Klaas Knot,2022-09-09 00:00:00
C01051,https://www.bis.org/review/r201008b.htm,38,ES,ncb_head,Pablo Hernández de Cos,2020-10-06 00:00:00
C01052,https://www.bis.org/review/r240426n.htm,14,IT,ncb_head,Fabio Panetta,2024-04-25 00:00:00
C01053,http://www.bis.org/review/r230718e.htm,10,ES,ncb_head,Pablo Hernández de Cos,2023-06-23 00:00:00
C01054,http://www.bis.org/review/r230206a.htm,5,IT,ncb_head,Ignazio Visco,2023-02-04 00:00:00
C01055,http://www.bis.org/review/r230207a.htm,10,AT,ncb_head,Robert Holzmann,2023-02-06 00:00:00
C01056,https://www.bis.org/review/r260422i.htm,6,FI,ncb_head,Olli Rehn,2026-04-16 00:00:00
C01057,https://www.bis.org/review/r180817b.htm,3,IE,ncb_head,Philip R Lane,2018-07-27 00:00:00
C01058,https://www.bis.org/review/r260602e.htm,12,FR,ncb_head,François Villeroy de Galhau,2026-05-25 00:00:00
C01059,http://www.bis.org/review/r230601h.htm,6,FI,ncb_head,Olli Rehn,2023-06-01 00:00:00
C01060,https://www.bis.org/review/r231127h.htm,5,DE,ncb_head,Joachim Nagel,2023-11-23 00:00:00
C01061,https://www.bis.org/review/r200526a.htm,14,FR,ncb_head,François Villeroy de Galhau,2020-05-25 00:00:00
C01062,http://www.bis.org/review/r230523a.htm,14,FR,ncb_head,François Villeroy de Galhau,2023-05-22 00:00:00
C01063,https://www.bis.org/review/r180822c.htm,18,DE,ncb_head,Jens Weidmann,2018-08-20 00:00:00
C01064,https://www.bis.org/review/r240902a.htm,13,DE,ncb_head,Joachim Nagel,2024-08-29 00:00:00
C01065,http://www.bis.org/review/r210526a.htm,16,FR,ncb_head,François Villeroy de Galhau,2021-05-25 00:00:00
C01066,https://www.bis.org/review/r170307a.htm,11,DE,ncb_head,Jens Weidmann,2017-03-01 00:00:00
C01067,http://www.bis.org/review/r210304g.htm,1,ES,ncb_head,Pablo Hernández de Cos,2021-03-03 00:00:00
C01068,https://www.bis.org/review/r190903d.htm,28,ES,ncb_head,Pablo Hernández de Cos,2019-08-31 00:00:00
C01069,https://www.bis.org/review/r181115e.htm,21,FI,ncb_head,Olli Rehn,2018-10-31 00:00:00
C01070,http://www.bis.org/review/r220830b.htm,11,FR,ncb_head,François Villeroy de Galhau,2022-08-27 00:00:00
C01071,http://www.bis.org/review/r221205e.htm,5,MT,ncb_head,Edward Scicluna,2022-12-02 00:00:00
C01072,https://www.bis.org/review/r240426h.htm,13,FR,ncb_head,François Villeroy de Galhau,2024-04-16 00:00:00
C01073,http://www.bis.org/review/r230301c.htm,13,DE,ncb_head,Joachim Nagel,2023-03-01 00:00:00
C01074,https://www.bis.org/review/r180727c.htm,1,IE,ncb_head,Philip R Lane,2018-05-09 00:00:00
C01075,https://www.bis.org/review/r190524c.htm,3,FI,ncb_head,Olli Rehn,2019-05-24 00:00:00
C01076,https://www.bis.org/review/r260225a.htm,58,IT,ncb_head,Fabio Panetta,2026-02-21 00:00:00
C01077,https://www.bis.org/review/r240322n.htm,16,ES,ncb_head,Pablo Hernández de Cos,2024-03-20 00:00:00
C01078,https://www.bis.org/review/r240508a.htm,4,DE,ncb_head,Joachim Nagel,2024-05-07 00:00:00
C01079,https://www.bis.org/review/r161004j.htm,4,FR,ncb_head,François Villeroy de Galhau,2016-09-23 00:00:00
C01080,https://www.bis.org/review/r260409b.htm,13,IE,ncb_head,Gabriel Makhlouf,2026-04-01 00:00:00
C01081,https://www.bis.org/review/r170220f.htm,1,NL,ncb_head,Klaas Knot,2017-01-26 00:00:00
C01082,https://www.bis.org/review/r231113w.htm,3,ES,ncb_head,Pablo Hernández de Cos,2023-11-03 00:00:00
C01083,https://www.bis.org/review/r231205f.htm,10,DE,ncb_head,Joachim Nagel,2023-11-28 00:00:00
C01084,https://www.bis.org/review/r200204b.htm,7,DE,ncb_head,Jens Weidmann,2020-02-03 00:00:00
C01085,https://www.bis.org/review/r200911h.htm,4,FR,ncb_head,François Villeroy de Galhau,2020-09-11 00:00:00
C01086,https://www.bis.org/review/r240213c.htm,19,IT,ncb_head,Fabio Panetta,2024-02-10 00:00:00
C01087,https://www.bis.org/review/r170919c.htm,7,DE,ncb_head,Jens Weidmann,2017-09-08 00:00:00
C01088,http://www.bis.org/review/r230411a.htm,10,ES,ncb_head,Pablo Hernández de Cos,2023-04-10 00:00:00
C01089,http://www.bis.org/review/r220216a.htm,18,FR,ncb_head,François Villeroy de Galhau,2022-02-15 00:00:00
C01090,http://www.bis.org/review/r230214d.htm,15,IT,ncb_head,Ignazio Visco,2023-02-11 00:00:00
C01091,http://www.bis.org/review/r230711b.htm,38,DE,ncb_head,Joachim Nagel,2023-06-22 00:00:00
C01092,http://www.bis.org/review/r211223e.htm,1,LT,ncb_head,Gent Sejko,2021-10-21 00:00:00
C01093,http://www.bis.org/review/r220603j.htm,28,ES,ncb_head,Pablo Hernández de Cos,2022-05-31 00:00:00
C01094,https://www.bis.org/review/r160322a.htm,16,FR,ncb_head,François Villeroy de Galhau,2016-03-14 00:00:00
C01095,https://www.bis.org/review/r161221g.htm,10,IE,ncb_head,Philip R Lane,2016-11-23 00:00:00
C01096,http://www.bis.org/review/r230619d.htm,5,DE,ncb_head,Joachim Nagel,2023-06-16 00:00:00
C01097,https://www.bis.org/review/r180912a.htm,29,DE,ncb_head,Jens Weidmann,2018-09-03 00:00:00
C01098,https://www.bis.org/review/r180822c.htm,28,DE,ncb_head,Jens Weidmann,2018-08-20 00:00:00
C01099,https://www.bis.org/review/r231121e.htm,23,DE,ncb_head,Joachim Nagel,2023-11-17 00:00:00
C01100,https://www.bis.org/review/r250401e.htm,5,IT,ncb_head,Fabio Panetta,2025-03-31 00:00:00
C01101,https://www.bis.org/review/r201015d.htm,2,ES,ncb_head,Pablo Hernández de Cos,2020-10-13 00:00:00
C01102,https://www.bis.org/review/r240628b.htm,8,FI,ncb_head,Olli Rehn,2024-06-26 00:00:00
C01103,https://www.bis.org/review/r181004g.htm,12,IE,ncb_head,Philip R Lane,2018-10-04 00:00:00
C01104,https://www.bis.org/review/r170621b.htm,3,DE,ncb_head,Jens Weidmann,2017-06-14 00:00:00
C01105,http://www.bis.org/review/r221103d.htm,12,FR,ncb_head,François Villeroy de Galhau,2022-11-02 00:00:00
C01106,http://www.bis.org/review/r221118e.htm,30,BE,ncb_head,Pierre Wunsch,2022-11-08 00:00:00
C01107,http://www.bis.org/review/r221028l.htm,1,GR,ncb_head,Yannis Stournaras,2022-09-09 00:00:00
C01108,https://www.bis.org/review/r160301f.htm,16,DE,ncb_head,Jens Weidmann,2016-02-24 00:00:00
C01109,https://www.bis.org/review/r160811a.htm,11,GR,ncb_head,Yannis Stournaras,2016-07-11 00:00:00
C01110,https://www.bis.org/review/r191105f.htm,11,ES,ncb_head,Pablo Hernández de Cos,2019-10-14 00:00:00
C01111,https://www.bis.org/review/r240426e.htm,10,FI,ncb_head,Olli Rehn,2024-04-18 00:00:00
C01112,http://www.bis.org/review/r230523a.htm,1,FR,ncb_head,François Villeroy de Galhau,2023-05-22 00:00:00
C01113,https://www.bis.org/review/r240919f.htm,24,NL,ncb_head,Klaas Knot,2024-09-19 00:00:00
C01114,https://www.bis.org/review/r181015d.htm,1,FR,ncb_head,François Villeroy de Galhau,2018-10-14 00:00:00
C01115,https://www.bis.org/review/r160608f.htm,4,FR,ncb_head,François Villeroy de Galhau,2016-05-23 00:00:00
C01116,https://www.bis.org/review/r160114c.htm,10,FR,ncb_head,François Villeroy de Galhau,2016-01-12 00:00:00
C01117,https://www.bis.org/review/r161014b.htm,3,IE,ncb_head,Philip R Lane,2016-09-27 00:00:00
C01118,https://www.bis.org/review/r180712a.htm,7,DE,ncb_head,Jens Weidmann,2018-06-21 00:00:00
C01119,https://www.bis.org/review/r160114c.htm,9,FR,ncb_head,François Villeroy de Galhau,2016-01-12 00:00:00
C01120,https://www.bis.org/review/r240322n.htm,3,ES,ncb_head,Pablo Hernández de Cos,2024-03-20 00:00:00
C01121,https://www.bis.org/review/r190924a.htm,18,FR,ncb_head,François Villeroy de Galhau,2019-09-24 00:00:00
C01122,https://www.bis.org/review/r201002a.htm,2,ES,ncb_head,Pablo Hernández de Cos,2020-10-01 00:00:00
C01123,https://www.bis.org/review/r180523a.htm,2,GR,ncb_head,Yannis Stournaras,2018-03-28 00:00:00
C01124,https://www.bis.org/review/r180724l.htm,3,IT,ncb_head,Ignazio Visco,2018-06-24 00:00:00
C01125,https://www.bis.org/review/r190729j.htm,11,IE,ncb_head,Sharon Donnery,2019-07-22 00:00:00
