id,topic,position,retrospective,coder,codebook
C00453,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00454,0,,.,model-in-conversation,PAPv2-Y4-p2
C00455,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00456,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00457,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00458,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00459,0,,.,model-in-conversation,PAPv2-Y4-p2
C00460,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00461,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00462,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00463,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00464,0,,.,model-in-conversation,PAPv2-Y4-p2
C00465,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00466,0,,.,model-in-conversation,PAPv2-Y4-p2
C00467,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00468,0,,.,model-in-conversation,PAPv2-Y4-p2
C00469,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00470,0,,.,model-in-conversation,PAPv2-Y4-p2
C00471,0,,.,model-in-conversation,PAPv2-Y4-p2
C00472,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00473,0,,.,model-in-conversation,PAPv2-Y4-p2
C00474,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00475,0,,.,model-in-conversation,PAPv2-Y4-p2
C00476,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00477,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00478,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00479,0,,.,model-in-conversation,PAPv2-Y4-p2
C00480,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00481,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00482,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00483,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00484,0,,.,model-in-conversation,PAPv2-Y4-p2
C00485,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00486,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00487,0,,.,model-in-conversation,PAPv2-Y4-p2
C00488,0,,.,model-in-conversation,PAPv2-Y4-p2
C00489,0,,.,model-in-conversation,PAPv2-Y4-p2
C00490,0,,.,model-in-conversation,PAPv2-Y4-p2
C00491,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00492,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00493,0,,.,model-in-conversation,PAPv2-Y4-p2
C00494,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00495,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00496,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00497,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00498,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00499,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00500,0,,.,model-in-conversation,PAPv2-Y4-p2
C00501,0,,.,model-in-conversation,PAPv2-Y4-p2
C00502,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00503,0,,.,model-in-conversation,PAPv2-Y4-p2
C00504,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00505,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00506,0,,.,model-in-conversation,PAPv2-Y4-p2
C00507,0,,.,model-in-conversation,PAPv2-Y4-p2
C00508,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00509,0,,.,model-in-conversation,PAPv2-Y4-p2
C00510,0,,.,model-in-conversation,PAPv2-Y4-p2
C00511,0,,.,model-in-conversation,PAPv2-Y4-p2
C00512,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00513,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00514,0,,.,model-in-conversation,PAPv2-Y4-p2
C00515,0,,.,model-in-conversation,PAPv2-Y4-p2
C00516,0,,.,model-in-conversation,PAPv2-Y4-p2
C00517,0,,.,model-in-conversation,PAPv2-Y4-p2
C00518,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00519,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00520,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00521,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00522,0,,.,model-in-conversation,PAPv2-Y4-p2
C00523,0,,.,model-in-conversation,PAPv2-Y4-p2
C00524,0,,.,model-in-conversation,PAPv2-Y4-p2
C00525,0,,.,model-in-conversation,PAPv2-Y4-p2
C00526,0,,.,model-in-conversation,PAPv2-Y4-p2
C00527,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00528,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00529,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00530,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00531,0,,.,model-in-conversation,PAPv2-Y4-p2
C00532,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00533,0,,.,model-in-conversation,PAPv2-Y4-p2
C00534,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00535,0,,.,model-in-conversation,PAPv2-Y4-p2
C00536,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00537,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00538,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00539,0,,.,model-in-conversation,PAPv2-Y4-p2
C00540,0,,.,model-in-conversation,PAPv2-Y4-p2
C00541,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00542,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00543,0,,.,model-in-conversation,PAPv2-Y4-p2
C00544,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00545,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00546,0,,.,model-in-conversation,PAPv2-Y4-p2
C00547,0,,.,model-in-conversation,PAPv2-Y4-p2
C00548,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00549,0,,.,model-in-conversation,PAPv2-Y4-p2
C00550,0,,.,model-in-conversation,PAPv2-Y4-p2
C00551,0,,.,model-in-conversation,PAPv2-Y4-p2
C00552,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00553,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00554,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00555,0,,.,model-in-conversation,PAPv2-Y4-p2
C00556,0,,.,model-in-conversation,PAPv2-Y4-p2
C00557,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00558,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00559,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00560,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00561,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00562,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00563,0,,.,model-in-conversation,PAPv2-Y4-p2
C00564,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00565,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00566,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00567,0,,.,model-in-conversation,PAPv2-Y4-p2
C00568,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00569,0,,.,model-in-conversation,PAPv2-Y4-p2
C00570,0,,.,model-in-conversation,PAPv2-Y4-p2
C00571,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00572,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00573,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00574,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00575,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00576,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00577,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00578,0,,.,model-in-conversation,PAPv2-Y4-p2
C00579,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00580,0,,.,model-in-conversation,PAPv2-Y4-p2
C00581,0,,.,model-in-conversation,PAPv2-Y4-p2
C00582,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00583,0,,.,model-in-conversation,PAPv2-Y4-p2
C00584,0,,.,model-in-conversation,PAPv2-Y4-p2
C00585,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00586,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00587,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00588,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00589,0,,.,model-in-conversation,PAPv2-Y4-p2
C00590,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00591,0,,.,model-in-conversation,PAPv2-Y4-p2
C00592,0,,.,model-in-conversation,PAPv2-Y4-p2
C00593,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00594,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00595,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00596,0,,.,model-in-conversation,PAPv2-Y4-p2
C00597,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00598,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00599,0,,.,model-in-conversation,PAPv2-Y4-p2
C00600,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00601,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00602,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00603,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00604,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00605,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00606,0,,.,model-in-conversation,PAPv2-Y4-p2
C00607,0,,.,model-in-conversation,PAPv2-Y4-p2
C00608,0,,.,model-in-conversation,PAPv2-Y4-p2
C00609,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00610,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00611,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00612,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00613,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00614,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00615,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00616,0,,.,model-in-conversation,PAPv2-Y4-p2
C00617,0,,.,model-in-conversation,PAPv2-Y4-p2
C00618,0,,.,model-in-conversation,PAPv2-Y4-p2
C00619,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00620,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00621,0,,.,model-in-conversation,PAPv2-Y4-p2
C00622,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00623,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00624,0,,.,model-in-conversation,PAPv2-Y4-p2
C00625,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00626,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00627,0,,.,model-in-conversation,PAPv2-Y4-p2
C00628,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00629,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00630,0,,.,model-in-conversation,PAPv2-Y4-p2
C00631,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00632,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00633,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00634,0,,.,model-in-conversation,PAPv2-Y4-p2
C00635,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00636,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00637,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00638,0,,.,model-in-conversation,PAPv2-Y4-p2
C00639,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00640,0,,.,model-in-conversation,PAPv2-Y4-p2
C00641,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00642,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00643,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00644,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00645,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00646,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00647,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00648,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00649,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00650,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00651,0,,.,model-in-conversation,PAPv2-Y4-p2
C00652,0,,.,model-in-conversation,PAPv2-Y4-p2
C00653,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00654,0,,.,model-in-conversation,PAPv2-Y4-p2
C00655,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00656,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00657,0,,.,model-in-conversation,PAPv2-Y4-p2
C00658,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00659,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00660,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00661,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00662,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00663,0,,.,model-in-conversation,PAPv2-Y4-p2
C00664,0,,.,model-in-conversation,PAPv2-Y4-p2
C00665,0,,.,model-in-conversation,PAPv2-Y4-p2
C00666,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00667,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00668,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00669,0,,.,model-in-conversation,PAPv2-Y4-p2
C00670,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00671,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00672,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00673,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00674,0,,.,model-in-conversation,PAPv2-Y4-p2
C00675,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00676,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00677,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00678,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00679,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00680,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00681,0,,.,model-in-conversation,PAPv2-Y4-p2
C00682,0,,.,model-in-conversation,PAPv2-Y4-p2
C00683,0,,.,model-in-conversation,PAPv2-Y4-p2
C00684,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00685,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00686,0,,.,model-in-conversation,PAPv2-Y4-p2
C00687,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00688,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00689,0,,.,model-in-conversation,PAPv2-Y4-p2
C00690,0,,.,model-in-conversation,PAPv2-Y4-p2
C00691,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00692,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00693,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00694,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00695,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00696,0,,.,model-in-conversation,PAPv2-Y4-p2
C00697,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00698,0,,.,model-in-conversation,PAPv2-Y4-p2
C00699,0,,.,model-in-conversation,PAPv2-Y4-p2
C00700,0,,.,model-in-conversation,PAPv2-Y4-p2
C00701,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00702,0,,.,model-in-conversation,PAPv2-Y4-p2
C00703,0,,.,model-in-conversation,PAPv2-Y4-p2
C00704,0,,.,model-in-conversation,PAPv2-Y4-p2
C00705,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00706,0,,.,model-in-conversation,PAPv2-Y4-p2
C00707,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00708,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00709,0,,.,model-in-conversation,PAPv2-Y4-p2
C00710,0,,.,model-in-conversation,PAPv2-Y4-p2
C00711,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00712,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00713,0,,.,model-in-conversation,PAPv2-Y4-p2
C00714,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00715,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00716,0,,.,model-in-conversation,PAPv2-Y4-p2
C00717,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00718,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00719,0,,.,model-in-conversation,PAPv2-Y4-p2
C00720,0,,.,model-in-conversation,PAPv2-Y4-p2
C00721,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00722,0,,.,model-in-conversation,PAPv2-Y4-p2
C00723,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00724,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00725,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00726,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00727,0,,.,model-in-conversation,PAPv2-Y4-p2
C00728,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00729,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00730,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00731,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00732,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00733,0,,.,model-in-conversation,PAPv2-Y4-p2
C00734,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00735,0,,.,model-in-conversation,PAPv2-Y4-p2
C00736,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00737,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00738,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00739,0,,.,model-in-conversation,PAPv2-Y4-p2
C00740,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00741,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00742,0,,.,model-in-conversation,PAPv2-Y4-p2
C00743,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00744,0,,.,model-in-conversation,PAPv2-Y4-p2
C00745,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00746,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00747,0,,.,model-in-conversation,PAPv2-Y4-p2
C00748,0,,.,model-in-conversation,PAPv2-Y4-p2
C00749,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00750,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00751,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00752,0,,.,model-in-conversation,PAPv2-Y4-p2
C00753,0,,.,model-in-conversation,PAPv2-Y4-p2
C00754,0,,.,model-in-conversation,PAPv2-Y4-p2
C00755,0,,.,model-in-conversation,PAPv2-Y4-p2
C00756,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00757,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00758,0,,.,model-in-conversation,PAPv2-Y4-p2
C00759,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00760,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00761,0,,.,model-in-conversation,PAPv2-Y4-p2
C00762,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00763,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00764,0,,.,model-in-conversation,PAPv2-Y4-p2
C00765,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00766,0,,.,model-in-conversation,PAPv2-Y4-p2
C00767,0,,.,model-in-conversation,PAPv2-Y4-p2
C00768,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00769,0,,.,model-in-conversation,PAPv2-Y4-p2
C00770,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00771,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00772,0,,.,model-in-conversation,PAPv2-Y4-p2
C00773,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00774,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00775,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00776,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00777,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00778,0,,.,model-in-conversation,PAPv2-Y4-p2
C00779,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00780,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00781,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00782,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00783,0,,.,model-in-conversation,PAPv2-Y4-p2
C00784,0,,.,model-in-conversation,PAPv2-Y4-p2
C00785,0,,.,model-in-conversation,PAPv2-Y4-p2
C00786,0,,.,model-in-conversation,PAPv2-Y4-p2
C00787,0,,.,model-in-conversation,PAPv2-Y4-p2
C00788,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00789,0,,.,model-in-conversation,PAPv2-Y4-p2
C00790,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00791,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00792,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00793,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00794,0,,.,model-in-conversation,PAPv2-Y4-p2
C00795,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00796,0,,.,model-in-conversation,PAPv2-Y4-p2
C00797,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00798,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00799,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00800,0,,.,model-in-conversation,PAPv2-Y4-p2
C00801,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00802,0,,.,model-in-conversation,PAPv2-Y4-p2
C00803,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00804,0,,.,model-in-conversation,PAPv2-Y4-p2
C00805,0,,.,model-in-conversation,PAPv2-Y4-p2
C00806,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00807,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00808,0,,.,model-in-conversation,PAPv2-Y4-p2
C00809,0,,.,model-in-conversation,PAPv2-Y4-p2
C00810,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00811,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00812,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00813,0,,.,model-in-conversation,PAPv2-Y4-p2
C00814,0,,.,model-in-conversation,PAPv2-Y4-p2
C00815,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00816,0,,.,model-in-conversation,PAPv2-Y4-p2
C00817,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00818,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00819,0,,.,model-in-conversation,PAPv2-Y4-p2
C00820,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00821,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00822,0,,.,model-in-conversation,PAPv2-Y4-p2
C00823,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00824,0,,.,model-in-conversation,PAPv2-Y4-p2
C00825,0,,.,model-in-conversation,PAPv2-Y4-p2
C00826,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00827,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00828,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00829,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00830,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00831,0,,.,model-in-conversation,PAPv2-Y4-p2
C00832,0,,.,model-in-conversation,PAPv2-Y4-p2
C00833,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00834,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00835,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00836,0,,.,model-in-conversation,PAPv2-Y4-p2
C00837,0,,.,model-in-conversation,PAPv2-Y4-p2
C00838,0,,.,model-in-conversation,PAPv2-Y4-p2
C00839,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00840,0,,.,model-in-conversation,PAPv2-Y4-p2
C00841,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00842,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00843,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00844,0,,.,model-in-conversation,PAPv2-Y4-p2
C00845,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00846,0,,.,model-in-conversation,PAPv2-Y4-p2
C00847,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00848,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00849,0,,.,model-in-conversation,PAPv2-Y4-p2
C00850,0,,.,model-in-conversation,PAPv2-Y4-p2
C00851,0,,.,model-in-conversation,PAPv2-Y4-p2
C00852,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00853,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00854,0,,.,model-in-conversation,PAPv2-Y4-p2
C00855,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00856,0,,.,model-in-conversation,PAPv2-Y4-p2
C00857,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00858,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00859,0,,.,model-in-conversation,PAPv2-Y4-p2
C00860,0,,.,model-in-conversation,PAPv2-Y4-p2
C00861,0,,.,model-in-conversation,PAPv2-Y4-p2
C00862,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00863,0,,.,model-in-conversation,PAPv2-Y4-p2
C00864,0,,.,model-in-conversation,PAPv2-Y4-p2
C00865,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00866,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00867,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00868,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00869,0,,.,model-in-conversation,PAPv2-Y4-p2
C00870,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00871,0,,.,model-in-conversation,PAPv2-Y4-p2
C00872,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00873,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00874,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00875,0,,.,model-in-conversation,PAPv2-Y4-p2
C00876,0,,.,model-in-conversation,PAPv2-Y4-p2
C00877,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00878,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00879,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00880,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00881,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00882,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00883,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00884,0,,.,model-in-conversation,PAPv2-Y4-p2
C00885,0,,.,model-in-conversation,PAPv2-Y4-p2
C00886,0,,.,model-in-conversation,PAPv2-Y4-p2
C00887,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00888,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00889,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00890,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00891,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00892,0,,.,model-in-conversation,PAPv2-Y4-p2
C00893,0,,.,model-in-conversation,PAPv2-Y4-p2
C00894,0,,.,model-in-conversation,PAPv2-Y4-p2
C00895,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00896,0,,.,model-in-conversation,PAPv2-Y4-p2
C00897,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00898,0,,.,model-in-conversation,PAPv2-Y4-p2
C00899,0,,.,model-in-conversation,PAPv2-Y4-p2
C00900,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00901,0,,.,model-in-conversation,PAPv2-Y4-p2
C00902,0,,.,model-in-conversation,PAPv2-Y4-p2
C00903,0,,.,model-in-conversation,PAPv2-Y4-p2
C00904,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00905,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00906,1,0,0,model-in-conversation,PAPv2-Y4-p2
