id,valid,topic,position,retrospective
C01070,True,True,1.0,False
C01071,True,True,1.0,False
C01072,True,True,0.0,False
C01073,True,True,0.0,True
C01074,True,False,,False
C01075,True,True,0.0,False
C01076,True,False,,False
C01077,True,False,,False
C01078,True,True,0.0,True
C01079,True,True,-1.0,False
C01080,True,True,0.0,False
C01081,True,True,0.0,True
C01082,True,False,,False
C01083,True,True,1.0,True
C01084,True,False,,False
C01085,True,True,-1.0,False
C01086,True,True,-1.0,False
C01087,True,True,1.0,True
C01088,True,False,,False
C01089,True,True,0.0,False
C01090,True,True,1.0,True
C01091,True,False,,False
C01092,True,False,,False
C01093,True,True,-1.0,False
C01094,True,True,0.0,False
C01095,True,False,,False
C01096,True,True,1.0,False
C01097,True,True,0.0,False
C01098,True,False,,False
C01099,True,False,,False
C01100,True,False,,False
C01101,True,False,,False
C01102,True,True,0.0,True
C01103,True,False,,False
C01104,True,False,,False
C01105,True,False,,False
C01106,True,True,1.0,False
C01107,True,True,1.0,False
C01108,True,True,1.0,False
C01109,True,False,,False
C01110,True,False,,False
C01111,True,True,-1.0,False
C01112,True,True,-1.0,False
C01113,True,True,0.0,True
C01114,True,False,,False
C01115,True,True,-1.0,False
C01116,True,True,-1.0,False
C01117,True,True,0.0,True
C01118,True,False,,False
C01119,True,True,-1.0,False
C01120,True,True,0.0,False
C01121,True,False,,False
C01122,True,True,0.0,True
C01123,True,True,0.0,False
C01124,True,False,,False
C01125,True,False,,False
C01126,True,False,,False
C01127,True,True,0.0,False
C01128,True,True,0.0,True
C01129,True,True,1.0,False
C01130,True,True,0.0,True
C01131,True,False,,False
C01132,True,True,1.0,False
C01133,True,False,,False
C01134,True,False,,False
C01135,True,True,-1.0,False
C01136,True,False,,False
C01137,True,False,,False
C01138,True,True,1.0,False
C01139,True,True,0.0,False
C01140,True,True,-1.0,False
C01141,True,True,0.0,False
C01142,True,True,1.0,False
C01143,True,True,0.0,False
C01144,True,False,,False
C01145,True,True,1.0,False
C01146,True,True,-1.0,False
C01147,True,False,,False
C01148,True,False,,False
C01149,True,False,,False
C01150,True,False,,False
C01151,True,False,,False
C01152,True,True,1.0,False
C01153,True,True,0.0,False
C01154,True,True,0.0,True
C01155,True,False,,False
C01156,True,False,,False
C01157,True,True,0.0,False
C01158,True,False,,False
C01159,True,True,1.0,False
C01160,True,True,-1.0,False
C01161,True,True,0.0,False
C01162,True,True,-1.0,False
C01163,True,False,,False
C01164,True,True,-1.0,False
C01165,True,True,0.0,False
C01166,True,True,1.0,False
C01167,True,True,0.0,True
C01168,True,True,0.0,False
C01169,True,False,,False
C01170,True,True,1.0,False
C01171,True,False,,False
C01172,True,False,,False
C01173,True,False,,False
C01174,True,True,1.0,True
C01175,True,False,,False
C01176,True,True,-1.0,True
C01177,True,False,,False
C01178,True,False,,False
C01179,True,False,,False
C01180,True,False,,False
C01181,True,True,1.0,False
C01182,True,True,1.0,False
C01183,True,False,,False
C01184,True,False,,False
C01185,True,True,-1.0,False
C01186,True,False,,False
C01187,True,True,1.0,False
C01188,True,False,,False
C01189,True,True,1.0,True
C01190,True,False,,False
C01191,True,False,,False
C01192,True,False,,False
C01193,True,False,,False
C01194,True,False,,False
C01195,True,True,1.0,False
C01196,True,False,,False
C01197,True,False,,False
C01198,True,False,,False
C01199,True,False,,False
C01200,True,True,0.0,True
C01201,True,True,0.0,True
C01203,True,True,0.0,True
C01204,True,True,0.0,False
C01205,True,True,-1.0,False
C01206,True,False,,False
C01207,True,True,0.0,False
C01208,True,False,,False
C01209,True,True,0.0,False
C01210,True,False,,False
C01211,True,True,0.0,False
C01212,True,False,,False
C01213,True,True,1.0,False
C01202,True,False,,False
C01214,True,True,0.0,False
C01215,True,True,0.0,True
C01216,True,True,-1.0,False
C01217,True,False,,False
C01218,True,False,,False
C01219,True,True,1.0,False
C01220,True,True,-1.0,False
C01221,True,False,,False
C01222,True,True,-1.0,False
C01223,True,False,,False
C01224,True,True,0.0,True
C01225,True,False,,False
C01226,True,True,0.0,True
C01227,True,True,-1.0,False
C01228,True,True,1.0,False
C01229,True,False,,False
C01230,True,True,0.0,True
C01231,True,False,,False
C01232,True,True,0.0,True
C01233,True,True,0.0,False
C01234,True,True,0.0,False
C01235,True,True,-1.0,True
C01236,True,True,0.0,False
C01237,True,True,1.0,False
C01238,True,True,-1.0,True
C01239,True,True,-1.0,False
C01240,True,True,-1.0,False
C01241,True,True,0.0,False
C01242,True,False,,False
C01243,True,False,,False
C01244,True,True,0.0,False
C01245,True,True,0.0,True
C01246,True,False,,False
C01247,True,False,,False
C01248,True,False,,False
C01249,True,False,,False
C01250,True,True,0.0,False
C01251,True,False,,False
C01252,True,True,1.0,False
C01253,True,True,1.0,False
C01254,True,False,,False
C01255,True,True,0.0,False
C01256,True,False,,False
C01257,True,False,,False
C01258,True,True,0.0,False
C01259,True,False,,False
C01260,True,True,1.0,False
C01261,True,False,,False
C01262,True,True,0.0,False
C01263,True,False,,False
C01264,True,True,-1.0,False
C01265,True,True,1.0,False
C01266,True,False,,False
C01267,True,False,,False
C01268,True,True,0.0,False
C01269,True,False,,False
C01270,True,False,,False
C01271,True,True,-1.0,False
C01272,True,True,0.0,False
C01273,True,True,1.0,False
C01274,True,True,-1.0,False
C01275,True,True,-1.0,False
C01276,True,True,1.0,False
C01277,True,True,-1.0,False
C01278,True,True,1.0,False
C01279,True,True,1.0,False
C01280,True,False,,False
C01281,True,False,,False
C01282,True,True,0.0,False
C01283,True,False,,False
C01284,True,False,,False
C01285,True,True,-1.0,False
C01286,True,True,-1.0,False
C01287,True,True,1.0,False
C01288,True,True,-1.0,False
C01289,True,False,,False
C01290,True,False,,False
C01291,True,False,,False
C01292,True,True,-1.0,False
C01293,True,False,,False
C01294,True,True,-1.0,False
C01295,True,False,,False
C01296,True,True,0.0,True
C01297,True,True,1.0,False
C01298,True,True,-1.0,False
C01299,True,True,-1.0,False
C01300,True,False,,False
C01301,True,True,0.0,True
C01302,True,True,0.0,False
C01303,True,True,1.0,False
C01304,True,False,,False
C01305,True,True,0.0,True
C01306,True,False,,False
C01307,True,True,1.0,False
C01308,True,False,,False
C01309,True,True,0.0,False
C01310,True,False,,False
C01311,True,True,0.0,False
C01312,True,False,,False
C01313,True,False,,False
C01314,True,True,0.0,False
C01315,True,True,1.0,False
C01316,True,False,,False
C01317,True,True,1.0,True
C01318,True,True,1.0,False
C01319,True,True,-1.0,False
C01320,True,True,1.0,False
C01321,True,True,0.0,False
C01322,True,True,1.0,True
C01323,True,True,0.0,False
C01324,True,False,,False
C01325,True,False,,False
C01326,True,True,0.0,True
C01327,True,True,-1.0,False
C01328,True,False,,False
C01329,True,True,-1.0,False
C01330,True,True,1.0,False
C01331,True,False,,False
C01332,True,True,1.0,False
C01333,True,True,0.0,False
C01334,True,False,,False
C01335,True,True,1.0,False
C01336,True,True,0.0,True
C01337,True,False,,False
C01338,True,True,-1.0,False
C01339,True,False,,False
C01340,True,False,,False
C01341,True,True,0.0,False
C01342,True,False,,False
C01343,True,True,1.0,False
C01344,True,False,,False
C01345,True,True,-1.0,False
C01346,True,True,0.0,False
C01347,True,False,,False
C01348,True,False,,False
C01349,True,True,0.0,True
C01350,True,True,-1.0,False
C01351,True,False,,False
C01352,True,True,0.0,True
C01353,True,True,-1.0,False
C01354,True,True,-1.0,True
C01355,True,False,,False
C01356,True,True,0.0,True
C01357,True,True,0.0,False
C01358,True,True,1.0,False
C01359,True,True,1.0,False
C01360,True,True,-1.0,False
C01361,True,False,,False
C01362,True,True,0.0,False
C01363,True,True,-1.0,False
C01364,True,True,0.0,False
C01365,True,False,,False
C01366,True,True,0.0,False
C01367,True,True,1.0,False
C01368,True,False,,False
C01369,True,True,0.0,False
C01370,True,False,,False
C01371,True,False,,False
C01372,True,False,,False
C01373,True,False,,False
C01374,True,True,1.0,False
C01375,True,False,,False
C01376,True,True,1.0,False
C01377,True,True,-1.0,False
C01378,True,True,1.0,True
C01379,True,False,,False
C01380,True,True,-1.0,False
C01381,True,True,-1.0,False
C01382,True,True,-1.0,False
C01383,True,True,0.0,False
C01384,True,True,0.0,True
C01385,True,False,,False
C01386,True,False,,False
C01387,True,False,,False
C01388,True,True,0.0,True
C01389,True,True,0.0,False
C01390,True,True,1.0,False
C01391,True,False,,False
C01392,True,True,0.0,True
C01393,True,False,,False
C01394,True,True,0.0,True
C01395,True,False,,False
C01396,True,False,,False
C01397,True,True,-1.0,False
C01398,True,True,-1.0,False
C01399,True,True,1.0,False
C01400,True,False,,False
C01401,True,True,0.0,False
C01402,True,False,,False
C01403,True,False,,False
C01404,True,False,,False
C01405,True,True,-1.0,True
C01406,True,True,0.0,False
C01407,True,True,0.0,False
C01408,True,False,,False
C01409,True,True,0.0,False
C01410,True,False,,False
C01411,True,True,1.0,False
C01412,True,True,0.0,False
C01413,True,False,,False
C01414,True,True,0.0,True
C01415,True,True,-1.0,False
C01416,True,False,,False
C01417,True,True,0.0,False
C01418,True,True,0.0,False
C01419,True,True,0.0,True
C01420,True,True,-1.0,False
C01421,True,True,-1.0,False
C01422,True,True,1.0,False
C01423,True,True,1.0,False
C01424,True,False,,False
C01425,True,True,0.0,True
C01426,True,True,0.0,True
C01427,True,True,1.0,False
C01428,True,True,1.0,False
C01429,True,True,1.0,False
C01430,True,False,,False
C01431,True,False,,False
C01432,True,True,-1.0,False
C01433,True,False,,False
C01434,True,True,-1.0,False
C01435,True,True,0.0,False
C01436,True,False,,False
C01437,True,True,0.0,False
C01438,True,True,1.0,False
C01439,True,False,,False
C01440,True,True,-1.0,True
C01441,True,False,,False
C01442,True,True,1.0,False
C01443,True,True,-1.0,False
C01444,True,True,-1.0,False
C01445,True,True,1.0,True
C01446,True,False,,False
C01447,True,True,1.0,False
C01448,True,False,,False
C01449,True,True,0.0,False
C01450,True,False,,False
C01451,True,False,,False
C01452,True,False,,False
C01453,True,True,-1.0,False
C01454,True,True,0.0,False
C01455,True,True,0.0,False
C01456,True,False,,False
C01457,True,True,0.0,False
C01458,True,False,,False
C01459,True,True,1.0,False
C01460,True,True,0.0,True
C01461,True,True,1.0,False
C01462,True,True,1.0,False
C01463,True,True,1.0,False
C01464,True,True,0.0,False
C01465,True,True,-1.0,False
C01466,True,False,,False
C01467,True,False,,False
C01468,True,True,1.0,False
C01469,True,True,-1.0,False
C01470,True,True,1.0,True
C01471,True,True,0.0,True
C01472,True,True,-1.0,False
C01473,True,False,,False
C01474,True,True,1.0,False
C01475,True,True,1.0,False
C01476,True,False,,False
C01477,True,True,-1.0,False
C01478,True,True,-1.0,True
C01479,True,False,,False
C01480,True,True,1.0,False
C01481,True,False,,False
C01482,True,False,,False
C01483,True,True,-1.0,False
C01484,True,False,,False
C01485,True,False,,False
C01486,True,True,0.0,True
C01487,True,True,-1.0,False
C01488,True,False,,False
C01489,True,True,0.0,False
C01490,True,False,,False
C01491,True,True,0.0,False
C01492,True,True,0.0,False
C01493,True,False,,False
C01494,True,True,1.0,True
C01495,True,True,0.0,True
C01496,True,True,0.0,False
C01497,True,True,1.0,True
C01498,True,False,,False
C01499,True,True,0.0,False
C01500,True,True,0.0,False
C01501,True,False,,False
C01502,True,True,-1.0,False
C01503,True,False,,False
C01504,True,False,,False
C01505,True,True,0.0,False
C01506,True,False,,False
C01507,True,False,,False
C01508,True,False,,False
C01509,True,False,,False
C01510,True,False,,False
C01511,True,True,-1.0,False
C01512,True,False,,False
C01513,True,False,,False
C01514,True,True,1.0,False
C01515,True,False,,False
C01516,True,True,0.0,False
C01517,True,True,1.0,False
C01518,True,True,0.0,True
C01519,True,True,-1.0,False
C01520,True,True,0.0,True
C01521,True,True,1.0,False
C01522,True,False,,False
C01523,True,False,,False
C01524,True,True,0.0,True
C01525,True,False,,False
C01526,True,False,,False
C01527,True,True,0.0,False
C01528,True,True,1.0,True
C01529,True,True,0.0,False
C01530,True,False,,False
C01531,True,True,-1.0,True
C01532,True,False,,False
C01533,True,True,0.0,False
C01534,True,True,1.0,False
C01535,True,False,,False
C01536,True,True,0.0,True
C01537,True,True,0.0,True
C01538,True,True,0.0,True
C01539,True,False,,False
C01540,True,True,0.0,True
C01541,True,True,1.0,False
C01542,True,False,,False
C01543,True,True,0.0,False
C01544,True,True,-1.0,False
C01545,True,True,-1.0,False
C01546,True,True,-1.0,False
C01547,True,True,0.0,False
C01548,True,True,1.0,False
C01549,True,True,0.0,False
C01550,True,True,1.0,True
C01551,True,False,,False
C01552,True,True,0.0,False
C01553,True,True,0.0,True
C01554,True,False,,False
C01555,True,False,,False
C01556,True,False,,False
C01557,True,True,0.0,False
C01558,True,True,1.0,False
C01559,True,False,,False
C01560,True,False,,False
C01561,True,True,-1.0,False
C01562,True,False,,False
C01563,True,True,0.0,False
C01564,True,True,1.0,False
C01565,True,True,0.0,False
C01566,True,True,0.0,False
C01567,True,True,0.0,False
C01568,True,True,-1.0,False
C01569,True,True,1.0,False
C01570,True,True,-1.0,False
C01571,True,False,,False
C01572,True,True,0.0,False
C01573,True,True,-1.0,False
C01574,True,True,-1.0,False
C01575,True,True,0.0,False
C01576,True,False,,False
C01577,True,False,,False
C01578,True,False,,False
C01579,True,True,0.0,False
C01580,True,False,,False
C01581,True,False,,False
C01582,True,False,,False
C01583,True,True,0.0,False
C01584,True,False,,False
C01585,True,True,1.0,False
C01586,True,False,,False
C01587,True,True,1.0,True
C01588,True,True,1.0,False
C01589,True,False,,False
C01590,True,True,0.0,False
C01591,True,True,1.0,False
C01592,True,True,0.0,False
C01593,True,True,0.0,True
C01594,True,True,0.0,False
C01595,True,True,-1.0,False
C01596,True,False,,False
C01597,True,False,,False
C01598,True,True,-1.0,True
C01599,True,True,-1.0,False
C01600,True,False,,False
C01601,True,True,0.0,False
C01602,True,False,,False
C01603,True,False,,False
C01604,True,True,0.0,False
C01605,True,True,0.0,True
C01606,True,False,,False
C01607,True,False,,False
C01608,True,True,0.0,True
C01609,True,True,0.0,False
C01610,True,False,,False
C01611,True,True,0.0,False
C01612,True,False,,False
C01613,True,False,,False
C01614,True,True,-1.0,False
C01615,True,True,0.0,False
C01616,True,False,,False
C01617,True,False,,False
C01618,True,True,-1.0,False
C01619,True,True,1.0,False
C01620,True,False,,False
C01621,True,False,,False
C01622,True,False,,False
C01623,True,True,0.0,False
C01624,True,True,-1.0,False
C01625,True,False,,False
C01626,True,False,,False
C01627,True,True,1.0,False
C01628,True,True,0.0,False
C01629,True,False,,False
C01630,True,True,0.0,False
C01631,True,True,0.0,True
C01632,True,False,,False
C01633,True,True,0.0,False
C01634,True,False,,False
C01635,True,True,0.0,False
C01636,True,True,1.0,False
C01637,True,True,1.0,False
C01638,True,False,,False
C01639,True,True,0.0,False
C01640,True,True,0.0,True
C01641,True,False,,False
C01642,True,True,-1.0,False
C01643,True,False,,False
C01644,True,False,,False
C01645,True,True,-1.0,True
C01646,True,True,0.0,True
C01647,True,False,,False
C01648,True,True,-1.0,False
C01649,True,True,1.0,False
C01650,True,False,,False
C01651,True,False,,False
C01652,True,False,,False
C01653,True,True,-1.0,True
C01654,True,False,,False
C01655,True,False,,False
C01656,True,True,0.0,False
C01657,True,True,1.0,False
C01658,True,True,1.0,False
C01659,True,True,0.0,False
C01660,True,True,0.0,False
C01661,True,False,,False
C01662,True,False,,False
C01663,True,False,,False
C01664,True,False,,False
C01665,True,False,,False
C01666,True,False,,False
C01667,True,True,0.0,False
C01668,True,False,,False
C01669,True,True,1.0,False
C01670,True,True,0.0,True
C01671,True,True,0.0,False
C01672,True,True,0.0,False
C01673,True,False,,False
C01674,True,True,1.0,False
C01675,True,True,0.0,False
C01676,True,True,0.0,False
C01677,True,False,,False
C01678,True,False,,False
C01679,True,False,,False
C01680,True,True,-1.0,False
C01681,True,False,,False
C01682,True,True,0.0,False
C01683,True,True,1.0,True
C01684,True,True,0.0,True
C01685,True,False,,False
C01686,True,False,,False
C01687,True,False,,False
C01688,True,True,0.0,True
C01689,True,True,1.0,True
C01690,True,False,,False
C01691,True,True,1.0,False
C01692,True,False,,False
C01693,True,True,0.0,True
C01694,True,False,,False
C01695,True,True,0.0,True
C01696,True,False,,False
C01697,True,False,,False
C01698,True,True,0.0,True
C01699,True,True,0.0,False
C01700,True,True,1.0,False
C01701,True,True,1.0,False
C01702,True,True,1.0,False
C01703,True,True,0.0,False
C01704,True,True,1.0,False
C01705,True,True,1.0,True
C01706,True,True,0.0,False
C01707,True,False,,False
C01708,True,True,0.0,False
C01709,True,False,,False
C01710,True,True,0.0,False
C01711,True,False,,False
C01712,True,True,1.0,True
C01713,True,True,0.0,True
C01714,True,True,-1.0,False
C01715,True,True,0.0,False
C01716,True,False,,False
C01717,True,False,,False
C01718,True,True,1.0,False
C01719,True,False,,False
C01720,True,True,1.0,False
C01721,True,True,-1.0,False
C01722,True,True,0.0,False
C01723,True,False,,False
C01724,True,True,-1.0,True
C01725,True,False,,False
C01726,True,True,-1.0,False
C01727,True,True,1.0,False
C01728,True,True,-1.0,False
C01729,True,False,,False
C01730,True,False,,False
C01731,True,False,,False
C01732,True,True,0.0,True
C01733,True,True,0.0,False
C01734,True,True,0.0,False
C01735,True,True,1.0,False
C01736,True,True,0.0,False
C01737,True,False,,False
C01738,True,True,-1.0,False
C01739,True,False,,False
C01740,True,True,0.0,False
C01741,True,True,0.0,False
C01742,True,True,1.0,False
C01743,True,False,,False
C01744,True,False,,False
C01745,True,False,,False
C01746,True,False,,False
C01747,True,True,-1.0,False
C01748,True,False,,False
C01749,True,False,,False
C01750,True,True,-1.0,False
C01751,True,True,0.0,False
C01752,True,False,,False
C01753,True,False,,False
C01754,True,True,1.0,False
C01755,True,True,1.0,False
C01756,True,True,1.0,False
C01757,True,True,0.0,False
C01758,True,False,,False
C01759,True,True,1.0,False
C01760,True,True,-1.0,True
C01761,True,False,,False
C01762,True,True,0.0,False
C01763,True,True,-1.0,True
C01764,True,True,1.0,True
C01765,True,False,,False
C01766,True,False,,False
C01767,True,True,0.0,True
C01768,True,True,-1.0,False
C01769,True,False,,False
C01770,True,True,-1.0,False
C01771,True,False,,False
C01772,True,True,1.0,False
C01773,True,True,0.0,False
C01774,True,False,,False
C01775,True,True,0.0,False
C01776,True,True,-1.0,False
C01777,True,False,,False
C01778,True,False,,False
C01779,True,True,1.0,True
C01780,True,True,0.0,True
C01781,True,True,-1.0,False
C01782,True,True,-1.0,False
C01783,True,True,-1.0,False
C01784,True,True,0.0,True
C01785,True,True,-1.0,True
C01786,True,True,0.0,True
C01787,True,False,,False
C01788,True,False,,False
C01789,True,True,0.0,False
C01790,True,True,1.0,False
C01791,True,True,1.0,True
C01792,True,True,1.0,False
C01793,True,False,,False
C01794,True,True,1.0,False
C01795,True,True,-1.0,False
C01796,True,True,1.0,True
C01797,True,False,,False
C01798,True,True,0.0,False
C01799,True,True,0.0,True
C01800,True,False,,False
C01801,True,True,-1.0,True
C01802,True,True,0.0,True
C01803,True,False,,False
C01804,True,True,1.0,False
C01805,True,False,,False
C01806,True,True,1.0,False
C01807,True,True,-1.0,False
C01808,True,True,1.0,False
C01809,True,True,0.0,True
C01810,True,False,,False
C01811,True,True,-1.0,True
C01812,True,True,-1.0,True
C01813,True,True,1.0,False
C01814,True,True,1.0,False
C01815,True,True,0.0,False
C01816,True,True,1.0,False
C01817,True,False,,False
C01818,True,True,0.0,True
C01819,True,True,0.0,False
C01820,True,True,-1.0,False
C01821,True,False,,False
C01822,True,True,1.0,False
C01823,True,False,,False
C01824,True,False,,False
C01825,True,True,0.0,True
C01826,True,True,-1.0,False
C01827,True,True,1.0,True
C01828,True,False,,False
C01829,True,False,,False
C01830,True,True,0.0,False
C01831,True,True,0.0,False
C01832,True,False,,False
C01833,True,False,,False
C01834,True,False,,False
C01835,True,True,-1.0,False
C01836,True,True,1.0,False
C01837,True,True,1.0,False
C01838,True,True,-1.0,False
C01839,True,True,1.0,False
C01840,True,True,-1.0,False
C01841,True,False,,False
C01842,True,True,0.0,False
C01843,True,True,0.0,False
C01844,True,True,0.0,False
C01845,True,False,,False
C01846,True,True,-1.0,False
C01847,True,True,-1.0,False
C01848,True,True,0.0,False
C01849,True,True,0.0,False
C01850,True,True,1.0,False
C01851,True,True,0.0,False
C01852,True,True,-1.0,False
C01853,True,True,1.0,True
C01854,True,True,1.0,False
C01855,True,True,0.0,False
C01856,True,False,,False
C01857,True,True,1.0,False
C01858,True,True,1.0,True
C01859,True,True,0.0,False
C01860,True,True,0.0,True
C01861,True,True,0.0,False
C01862,True,True,1.0,False
C01863,True,True,-1.0,False
C01864,True,True,0.0,False
C01865,True,False,,False
C01866,True,True,0.0,False
C01867,True,True,0.0,False
C01868,True,False,,False
C01869,True,True,1.0,False
C01870,True,True,-1.0,False
C01871,True,True,1.0,True
C01872,True,True,1.0,False
C01873,True,False,,False
C01874,True,True,0.0,False
C01875,True,False,,False
C01876,True,True,-1.0,False
C01877,True,True,0.0,False
C01878,True,True,0.0,False
C01879,True,True,1.0,True
C01880,True,True,0.0,True
C01881,True,False,,False
C01882,True,True,-1.0,True
C01883,True,True,1.0,True
C01884,True,True,1.0,True
C01885,True,False,,False
C01886,True,True,1.0,False
C01887,True,True,1.0,False
C01888,True,True,-1.0,False
C01889,True,True,0.0,False
C01890,True,True,0.0,False
C01891,True,False,,False
C01892,True,False,,False
C01893,True,True,-1.0,False
C01894,True,False,,False
C01895,True,True,-1.0,False
C01896,True,True,1.0,True
C01897,True,True,1.0,False
C01898,True,False,,False
C01899,True,True,-1.0,False
C01900,True,True,1.0,True
C01901,True,False,,False
C01902,True,True,0.0,False
C01903,True,True,-1.0,False
C01904,True,False,,False
C01905,True,True,0.0,False
C01906,True,True,-1.0,True
C01907,True,True,-1.0,False
C01908,True,True,1.0,False
C01909,True,False,,False
C01910,True,True,0.0,False
C01911,True,False,,False
C01912,True,True,0.0,False
C01913,True,True,0.0,False
C01914,True,True,0.0,True
C01915,True,False,,False
C01916,True,True,1.0,False
C01917,True,True,-1.0,True
C01918,True,True,0.0,False
C01919,True,False,,False
C01920,True,False,,False
C01921,True,True,0.0,False
C01922,True,False,,False
C01923,True,True,-1.0,False
C01924,True,True,0.0,True
C01925,True,True,-1.0,False
C01926,True,True,0.0,True
C01927,True,False,,False
C01928,True,False,,False
C01929,True,False,,False
C01930,True,True,1.0,False
C01931,True,False,,False
C01932,True,True,-1.0,True
C01933,True,False,,False
C01934,True,False,,False
C01935,True,True,0.0,True
C01936,True,True,-1.0,False
C01937,True,True,1.0,False
C01938,True,True,-1.0,False
C01939,True,False,,False
C01940,True,False,,False
C01941,True,True,1.0,True
C01942,True,True,-1.0,False
C01943,True,False,,False
C01944,True,True,-1.0,True
C01945,True,True,0.0,False
C01946,True,True,-1.0,False
C01947,True,False,,False
C01948,True,True,-1.0,False
C01949,True,True,1.0,False
C01950,True,True,-1.0,True
C01951,True,False,,False
C01952,True,False,,False
C01953,True,True,0.0,False
C01954,True,False,,False
C01955,True,True,1.0,False
C01956,True,False,,False
C01957,True,False,,False
C01958,True,True,-1.0,False
C01959,True,True,1.0,True
C01960,True,False,,False
C01961,True,False,,False
C01962,True,True,0.0,True
C01963,True,False,,False
C01964,True,True,-1.0,False
C01965,True,False,,False
C01966,True,False,,False
C01967,True,False,,False
C01968,True,True,1.0,False
C01969,True,True,-1.0,False
C01970,True,True,-1.0,False
C01971,True,False,,False
C01972,True,False,,False
C01973,True,True,1.0,True
C01974,True,True,-1.0,True
C01975,True,True,1.0,False
C01976,True,False,,False
C01977,True,True,-1.0,False
C01978,True,True,1.0,True
C01979,True,True,-1.0,False
C01980,True,False,,False
C01981,True,True,0.0,True
C01982,True,True,0.0,False
C01983,True,True,-1.0,False
C01984,True,True,1.0,False
C01985,True,True,0.0,True
C01986,True,True,-1.0,False
C01987,True,False,,False
C01988,True,True,1.0,False
C01989,True,True,-1.0,False
C01990,True,False,,False
C01991,True,True,-1.0,False
